Stem,Word_anew,Word_mrc,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,D.Mean.Sum,D.SD.Sum,D.Rat.Sum,Conc,Imag 
reput,reputation,reputation,5.63,1.74,19,5.0,1.95,22,5.58,1.93,24,232,343
reput,reputed,reputation,4.9,1.59,20,3.68,2.38,22,5.52,2.1,27,232,343
requir,require,requirement,4.74,1.48,19,4.33,2.39,24,4.79,2.56,28,300,339
requir,requirement,requirement,5.1,1.09,21,3.27,2.27,22,4.3,2.33,27,300,339
rescu,rescue,rescue,7.04,1.65,80,5.0,2.54,83,5.94,2.27,79,373,456
research,research,research,6.5,1.68,22,4.8,2.44,20,7.16,2.17,19,366,445
research,researcher,research,5.7,1.75,20,2.86,1.98,22,5.81,1.9,27,366,445
resent,resent,resentment,3.28,1.73,39,4.05,2.36,21,4.21,2.19,24,252,352
resent,resentful,resentment,3.0,1.87,21,4.35,2.67,23,4.12,2.67,17,252,352
resent,resentment,resentment,3.0,1.89,19,5.19,2.46,21,4.05,2.38,22,252,352
residu,residual,residue,5.09,1.19,22,3.19,2.27,21,4.23,1.6,22,510,487
residu,residue,residue,3.95,1.0,20,3.39,1.91,18,4.5,1.71,22,510,487
resist,resist,resistance,3.95,1.43,21,3.6,2.42,25,6.11,2.38,19,358,416
resist,resistance,resistance,3.74,1.48,19,5.23,2.2,22,3.92,2.19,24,358,416
resist,resistant,resistance,3.86,1.21,22,4.0,2.48,26,4.75,2.47,24,358,416
resolut,resolute,resolution,5.95,1.5,20,2.86,1.74,21,5.92,2.1,25,265,316
resolut,resolution,resolution,6.0,1.8,19,3.7,2.03,20,6.42,1.84,19,265,316
resort,resort,resort,7.76,1.3,21,4.16,2.29,25,6.09,2.29,22,499,523
respect,respect,respect,6.79,1.72,19,4.79,2.62,38,7.26,1.73,42,280,343
respect,respectability,respect,6.26,1.73,19,4.24,2.05,17,6.41,1.91,17,280,343
respect,respectable,respect,6.55,1.93,20,4.05,2.18,21,7.3,1.78,33,280,343
respect,respectful,respect,7.45,1.26,40,3.32,2.34,44,6.74,2.18,23,280,343
respect,respective,respect,5.9,1.79,21,3.76,2.21,21,6.42,1.69,24,280,343
respons,response,responsibility,5.95,1.5,21,3.56,2.2,25,6.05,2.37,19,222,294
respons,response,responsive,5.95,1.5,21,3.56,2.2,25,6.05,2.37,19,306,347
respons,responsibility,responsibility,4.68,1.73,22,5.3,2.92,20,6.79,2.76,19,222,294
respons,responsibility,responsive,4.68,1.73,22,5.3,2.92,20,6.79,2.76,19,306,347
respons,responsible,responsibility,6.28,2.19,18,3.0,2.17,21,7.39,2.15,18,222,294
respons,responsible,responsive,6.28,2.19,18,3.0,2.17,21,7.39,2.15,18,306,347
respons,responsive,responsibility,6.1,1.25,20,4.9,2.57,20,5.54,1.98,26,222,294
respons,responsive,responsive,6.1,1.25,20,4.9,2.57,20,5.54,1.98,26,306,347
rest,rest,rest,7.86,1.25,22,2.29,2.35,21,5.78,2.34,18,351,396
rest,restful,rest,6.05,2.21,20,2.58,2.19,24,6.0,2.43,28,351,396
restaur,restaurant,restaurant,6.95,1.08,19,4.19,2.33,43,5.82,1.85,45,583,611
restor,restoration,restore,5.8,1.67,20,3.76,1.89,21,6.26,1.88,34,275,324
restor,restore,restore,5.86,2.01,21,4.1,2.07,20,6.76,1.97,21,275,324
result,result,result,6.11,1.08,18,4.14,2.01,21,6.13,1.98,23,318,324
retail,retail,retailer,5.0,1.08,20,3.62,2.16,21,6.12,2.13,25,521,445
retain,retain,retain,6.25,2.07,20,2.76,1.84,21,5.76,1.61,25,308,352
retain,retainer,retain,4.19,1.4,21,3.14,2.03,21,4.64,1.94,22,308,352
retard,retard,retard,3.28,1.6,18,3.83,2.07,18,3.12,2.18,17,345,481
retard,retarded,retard,2.25,1.55,20,5.43,2.98,21,4.16,2.76,25,345,481
retreat,retreat,retreat,4.92,2.58,25,4.12,2.49,25,4.68,2.36,19,367,408
reveng,revenge,revenge,2.75,1.55,20,6.14,2.17,21,5.72,2.92,25,305,429
revenu,revenue,revenue,7.0,1.52,20,4.78,2.29,18,5.68,2.44,22,373,330
review,review,review,5.09,1.06,22,3.77,2.05,26,6.04,2.08,23,388,345
review,reviewer,review,5.16,1.12,19,2.95,1.85,20,5.05,2.34,22,388,345
revolt,revolt,revolt,4.0,1.57,18,4.36,2.71,44,4.97,2.57,36,400,502
revolt,revolting,revolt,2.47,1.9,19,5.9,2.13,20,3.95,2.37,20,400,502
revolut,revolution,revolution,4.81,1.99,21,5.68,2.32,22,5.23,2.41,26,378,513
revolv,revolve,revolver,6.37,1.83,19,4.35,2.4,23,4.67,1.85,18,592,629
revolv,revolver,revolver,3.3,1.69,20,6.29,1.83,41,4.39,2.97,18,592,629
revolv,revolving,revolver,5.0,1.62,20,4.41,2.7,22,5.26,2.46,27,592,629
reward,reward,reward,7.47,1.35,19,5.58,2.74,43,6.33,2.25,48,396,453
reward,rewarding,reward,6.75,1.52,20,5.65,2.37,23,6.58,2.02,26,396,453
rhapsodi,rhapsody,rhapsody,6.63,1.46,19,4.7,2.4,23,5.05,1.18,19,414,409
rhyme,rhyme,rhyme,6.58,1.57,19,3.59,2.4,22,6.09,2.02,22,434,475
rib,rib,rib,6.1,1.83,20,2.29,1.74,21,5.0,1.53,24,599,586
ribbon,ribbon,ribbon,6.7,1.17,20,3.63,2.29,19,5.31,1.81,26,600,563
rice,rice,rice,5.7,1.56,20,3.0,2.38,18,5.5,2.52,22,608,506
rich,rich,rich,6.83,2.31,18,6.81,2.04,21,6.83,2.38,18,377,467
rich,riches,rich,7.1,1.46,40,5.42,2.58,43,6.1,2.37,42,377,467
riddl,riddle,riddle,6.3,1.66,20,4.48,2.11,23,4.39,2.17,18,404,455
ride,ride,ride,6.27,1.45,22,5.1,2.57,21,5.28,1.87,18,424,483
ridg,ridge,ridge,4.62,1.56,21,3.52,2.33,23,5.28,2.27,18,547,543
ridicul,ridicule,ridicule,2.95,1.5,41,5.53,2.05,40,4.15,2.4,41,310,390
ridicul,ridiculous,ridicule,3.67,2.0,18,5.65,2.83,20,3.78,2.16,18,310,390
rifl,rifle,rifle,4.3,1.66,20,6.14,2.2,21,5.28,2.75,25,606,581
right,right,right,7.32,1.49,22,5.0,2.6,20,7.16,1.86,19,361,372
right,rightful,right,6.0,1.73,19,3.45,1.85,20,6.9,1.92,20,361,372
rigid,rigid,rigid,3.47,2.09,19,4.81,2.13,37,4.83,2.36,42,411,488
rigid,rigid,rigidity,3.47,2.09,19,4.81,2.13,37,4.83,2.36,42,335,432
rim,rim,rim,4.6,1.57,20,3.72,2.56,18,5.04,2.07,24,511,509
ring,ring,ring,7.09,1.48,22,4.43,2.66,21,5.44,2.15,18,593,601
riot,riot,riot,3.15,2.01,40,6.19,2.38,21,3.25,2.38,24,414,548
riot,rioting,riot,3.42,2.27,19,5.32,2.85,22,3.29,2.14,28,414,548
ripe,ripe,ripe,5.57,2.01,21,4.78,2.32,23,5.72,2.02,18,360,490
rise,rise,rise,5.73,1.52,22,5.3,2.75,20,7.16,1.92,19,368,451
risk,risk,risk,5.17,2.23,18,6.43,2.04,21,3.89,1.71,18,290,405
rite,rite,rite,5.58,0.9,19,3.9,1.81,21,5.41,2.26,22,381,353
ritual,ritual,ritual,4.52,1.6,21,4.1,2.55,20,5.0,2.37,22,377,474
river,river,river,6.72,1.72,40,4.22,2.86,45,4.89,2.39,38,585,633
road,road,road,5.59,1.53,22,3.81,2.16,21,6.0,2.35,17,583,609
roar,roar,roar,5.37,1.67,19,6.15,2.25,20,5.88,2.11,24,437,526
robber,robber,robber,2.9,1.57,40,6.2,2.21,916,3.92,2.51,38,545,549
robberi,robbery,robbery,2.76,2.1,21,6.32,2.7,22,2.67,1.96,21,440,484
robin,robin,robin,6.63,2.17,19,2.64,2.24,22,4.35,2.12,23,637,615
rock,rock,rock,5.72,1.83,39,3.14,2.29,919,5.26,2.36,23,600,612
rocker,rocker,rocker,5.65,1.63,20,5.67,2.74,21,6.0,1.92,34,583,520
rocket,rocket,rocket,5.8,1.36,20,5.04,2.69,24,5.57,2.56,28,645,612
rod,rod,rod,4.95,1.8,21,3.05,2.09,21,5.19,2.25,27,591,549
roe,roe,roe,4.18,1.05,22,4.04,2.5,23,5.32,1.38,19,397,349
rogu,rogue,rogue,3.89,2.56,18,5.04,2.31,23,4.63,1.8,19,424,478
role,role,role,5.1,0.97,20,4.4,2.54,20,5.36,2.04,25,335,385
roll,roll,roll,5.72,1.27,18,3.9,2.64,21,5.11,2.35,18,457,496
romanc,romance,romance,7.28,1.18,18,6.06,2.41,18,5.0,1.87,17,313,551
roof,roof,roof,4.48,1.72,21,3.4,2.33,20,7.05,2.37,19,586,604
room,room,room,5.55,1.53,22,3.1,1.58,21,5.71,2.23,17,566,545
room,roomful,room,5.8,1.32,20,3.68,1.89,22,5.26,2.18,19,566,545
room,rooms,room,5.65,1.42,20,3.48,1.86,23,5.15,1.52,26,566,545
root,root,root,5.33,1.88,21,3.62,2.31,21,6.05,1.43,21,558,565
rope,rope,rope,5.05,1.43,22,4.58,2.14,19,5.62,2.01,21,608,596
rope,ropes,rope,4.86,1.86,22,3.1,1.81,21,5.5,2.06,22,608,596
rosari,rosary,rosary,5.26,2.16,19,3.36,2.17,22,4.5,2.35,28,535,464
rose,rose,rose,7.11,2.0,18,2.8,1.99,20,6.22,2.07,18,608,623
rotat,rotate,rotation,5.24,1.26,21,3.35,2.57,23,5.0,2.21,19,366,448
rotat,rotation,rotation,5.0,1.1,21,4.1,2.61,20,5.43,2.2,21,366,448
rough,rough,rough,3.68,1.69,41,5.43,1.97,23,4.88,1.97,42,452,491
round,round,round,5.89,1.75,18,2.5,2.24,20,4.78,1.9,18,438,559
rout,route,route,5.86,1.28,21,3.83,2.18,24,5.23,2.58,22,440,447
rubber,rubber,rubber,4.37,1.95,19,4.14,2.4,22,5.38,1.97,24,596,599
rubbl,rubble,rubble,3.65,1.84,20,3.86,2.06,21,4.42,2.22,19,493,482
rubi,ruby,ruby,6.79,1.44,19,4.05,2.25,21,6.0,1.6,23,594,562
rudder,rudder,rudder,5.11,1.73,19,3.25,1.94,20,5.5,2.06,24,572,520
ruff,ruff,ruff,4.86,1.8,21,5.04,2.23,25,5.23,2.39,22,358,327
rug,rug,rug,5.0,1.45,22,3.24,2.23,21,5.68,2.16,19,611,591
rug,rug,rugged,5.0,1.45,22,3.24,2.23,21,5.68,2.16,19,384,488
rug,rugged,rug,5.1,1.86,20,4.1,2.49,21,5.36,1.93,25,611,591
rug,rugged,rugged,5.1,1.86,20,4.1,2.49,21,5.36,1.93,25,384,488
rule,rule,rule,4.5,2.18,18,3.67,2.24,21,3.61,2.68,18,286,415
rule,ruling,rule,4.22,1.65,23,4.52,2.2,21,5.47,2.29,19,286,415
ruler,ruler,ruler,5.0,1.75,22,4.47,2.14,19,6.62,2.16,21,555,543
rum,rum,rum,5.57,2.5,21,4.96,2.65,26,6.17,2.32,24,600,560
rumbl,rumble,rumble,5.0,1.46,18,4.5,2.41,18,4.94,1.89,17,407,494
run,run,running,6.41,1.4,22,5.24,2.68,21,5.44,1.79,18,444,490
run,running,running,6.53,2.14,19,5.52,2.19,23,5.89,2.18,19,444,490
rural,rural,rural,5.95,1.91,21,3.15,1.98,20,5.57,2.44,21,358,437
rush,rush,rush,4.05,2.09,21,6.55,2.46,20,6.79,1.99,19,350,404
rust,rust,rust,4.05,1.47,19,3.42,2.43,24,4.0,2.24,28,553,547
rust,rusted,rust,3.27,1.64,22,4.09,2.45,22,4.26,1.91,19,553,547
rusti,rusty,rusty,3.5,1.65,18,4.24,1.89,21,4.51,2.28,55,506,553
rye,rye,rye,5.45,1.64,20,3.78,2.1,18,5.45,0.96,22,600,459
sack,sack,sack,5.11,1.41,18,4.24,2.51,21,5.0,2.13,20,582,548
sad,sad,sad,2.1,0.91,20,3.49,2.21,919,3.84,2.21,44,360,419
sad,sadness,sad,2.4,1.1,20,2.81,2.25,21,3.84,2.79,25,360,419
saddl,saddle,saddle,4.95,1.75,19,3.1,1.67,21,5.25,2.73,20,603,578
safe,safe,safe,7.7,1.57,43,3.14,2.6,44,7.21,1.88,42,376,474
safeti,safety,safety,7.14,1.35,21,3.8,2.42,20,6.47,2.89,19,323,397
saga,saga,saga,6.4,1.54,20,5.09,2.39,22,5.26,2.26,27,366,345
sage,sage,sage,5.79,1.69,19,3.33,2.03,18,5.25,2.62,16,462,434
sail,sail,sail,6.84,1.5,19,3.74,2.65,23,6.37,1.77,19,567,597
saint,saint,saint,6.4,1.82,20,3.48,2.55,44,5.82,2.44,38,458,394
saint,sainted,saint,5.44,2.48,18,3.45,1.97,22,5.91,1.95,22,458,394
salad,salad,salad,6.35,1.96,40,3.78,2.76,18,6.11,2.06,47,595,623
salari,salary,salary,6.42,2.09,19,4.86,2.4,22,5.05,2.48,22,456,452
sale,sale,sale,6.23,1.69,22,6.05,2.4,22,6.16,2.5,19,364,422
saloon,saloon,saloon,5.45,2.06,20,3.35,1.87,20,3.68,2.17,22,575,608
salt,salt,salt,6.05,1.73,20,4.53,2.14,19,6.04,1.87,26,594,570
salt,salted,salt,5.52,1.33,21,4.04,2.25,23,5.31,1.46,26,594,570
salti,salty,salty,5.1,2.13,20,3.94,1.95,18,5.14,1.81,22,490,512
salut,salute,salutation,6.22,1.93,23,4.38,1.88,21,6.4,2.19,42,454,456
salut,salute,salute,6.22,1.93,23,4.38,1.88,21,6.4,2.19,42,471,538
salvat,salvation,salvation,6.94,1.95,18,3.55,2.33,20,5.67,2.65,24,269,408
salv,salve,salve,4.62,1.5,21,3.44,1.79,18,5.24,1.95,17,434,391
sanctiti,sanctity,sanctity,5.43,1.86,21,3.79,2.59,19,5.64,2.53,36,293,330
sanctuari,sanctuary,sanctuary,7.05,1.19,20,2.64,2.13,22,6.15,2.68,27,486,481
sand,sand,sand,6.16,1.92,19,3.43,2.6,21,4.82,1.91,28,616,603
sane,sane,sane,6.73,1.42,22,3.81,2.44,21,6.1,2.75,20,290,364
sanitarium,sanitarium,sanitarium,3.36,1.71,22,4.1,2.19,21,3.68,2.53,22,565,510
sanit,sanitation,sanitation,4.76,2.51,21,4.3,2.25,20,6.33,2.27,21,391,447
sap,sap,sap,4.19,1.5,21,3.92,1.82,25,4.77,2.41,22,540,451
sapphir,sapphire,sapphire,6.92,2.06,40,4.88,2.14,41,6.0,2.33,18,572,560
sardin,sardine,sardine,4.24,2.19,21,3.95,2.48,20,5.38,2.71,21,606,592
sash,sash,sash,5.48,1.25,21,4.0,1.86,20,5.5,2.37,20,540,488
satchel,satchel,satchel,5.21,1.55,19,3.36,2.13,22,5.46,1.45,28,593,580
satin,satin,satin,6.24,1.81,21,3.7,2.24,23,5.58,2.0,26,594,561
satir,satire,satire,5.81,2.09,21,3.73,2.37,22,5.63,2.0,27,287,370
satisfact,satisfaction,satisfaction,7.18,1.87,22,3.18,2.92,22,6.44,2.12,27,305,478
sauc,sauce,sauce,6.58,1.87,19,3.95,2.5,20,5.85,1.76,20,576,569
saucer,saucer,saucer,5.16,1.07,19,3.7,2.13,20,4.91,1.82,22,606,544
sauerkraut,sauerkraut,sauerkraut,5.5,1.79,20,3.9,2.07,21,5.12,2.22,25,604,585
savag,savage,savage,4.29,2.35,21,4.68,2.63,22,4.22,2.01,27,427,528
savant,savant,savant,5.11,1.71,18,4.45,2.5,20,5.44,2.85,16,293,271
save,save,save,7.26,1.59,19,4.62,2.46,21,6.34,2.43,47,314,365
save,savings,save,7.67,1.53,18,2.86,2.29,22,6.85,2.24,26,314,365
saw,saw,saw,4.16,1.95,19,4.18,2.3,22,4.67,2.04,24,532,531
saxophon,saxophone,saxophone,6.32,1.42,19,4.67,2.44,21,5.74,2.14,23,624,602
scab,scab,scab,3.1,1.45,21,3.15,2.25,20,3.52,2.04,21,559,573
scale,scale,scale,5.06,1.51,18,3.8,2.48,20,5.17,1.88,24,475,463
scar,scar,scar,3.71,1.74,38,6.55,2.09,20,4.1,2.5,42,552,565
scarc,scarce,scarce,3.37,1.42,19,3.9,2.49,20,4.04,2.12,24,297,380
scare,scare,scare,3.55,2.11,22,7.1,2.13,20,4.58,2.61,19,380,471
scare,scared,scare,2.8,1.83,41,6.1,2.39,39,4.2,2.72,50,380,471
scaveng,scavenger,scavenger,3.85,2.03,20,5.14,2.1,21,4.29,2.5,34,486,501
scene,scene,scene,5.94,1.3,18,1.95,1.5,21,5.29,2.02,17,408,432
scent,scent,scent,6.5,1.4,20,5.05,2.58,20,5.31,2.11,26,462,421
scent,scented,scent,6.42,1.74,19,4.19,2.42,21,5.0,2.29,19,462,421
scheme,scheme,scheme,3.8,1.54,20,5.57,2.11,21,4.71,2.37,34,328,319
scholar,scholar,scholar,6.33,1.73,45,4.25,2.15,40,6.04,2.33,23,450,451
scholar,scholarly,scholar,6.43,1.69,21,5.4,2.72,20,6.17,1.98,36,450,451
school,school,school,5.41,2.26,22,4.57,2.36,21,5.88,2.39,17,573,599
school,schooling,school,6.2,1.2,20,4.52,2.11,21,5.5,2.44,34,573,599
schoolhous,schoolhouse,schoolhouse,6.0,1.45,19,3.2,2.24,20,4.57,1.83,23,586,544
scienc,science,science,6.32,2.21,22,5.25,2.4,20,6.74,2.13,19,366,423
scissor,scissors,scissors,5.03,1.07,40,4.02,2.29,47,6.89,1.49,18,596,609
scooter,scooter,scooter,5.42,1.39,19,3.72,1.84,18,5.35,2.34,17,565,569
scorn,scorn,scorn,3.07,1.37,41,4.53,2.33,47,4.05,2.54,20,290,364
scorn,scornful,scorn,2.5,1.15,20,4.71,2.51,21,5.04,2.43,50,290,364
scorpion,scorpion,scorpion,3.68,2.33,41,6.45,2.02,22,4.67,2.87,18,590,596
scotch,scotch,scotch,5.89,2.13,19,4.2,2.86,20,5.32,2.63,19,583,590
scout,scout,scout,6.0,1.63,19,4.52,2.15,23,5.32,1.95,19,562,578
scowl,scowl,scowl,3.24,1.58,21,4.56,2.58,25,4.74,2.79,19,386,456
scratch,scratch,scratch,4.95,1.65,19,4.35,2.28,20,4.5,1.85,20,523,543
scream,scream,scream,3.02,1.62,40,6.74,1.66,23,4.51,2.5,47,479,589
screwdriv,screwdriver,screwdriver,5.76,1.79,21,3.8,2.08,25,6.09,2.41,22,574,617
scroll,scroll,scroll,5.32,1.57,19,3.86,2.36,22,5.82,2.17,22,593,572
sea,sea,sea,6.56,2.09,18,2.8,2.33,20,5.22,2.41,18,596,606
seal,seal,seal,5.0,1.3,21,2.5,2.11,24,5.63,2.45,19,587,563
seam,seam,seam,5.25,1.33,20,3.5,2.52,22,5.33,2.39,27,538,555
seaman,seaman,seaman,5.28,1.9,18,4.3,2.75,20,5.6,1.85,25,563,481
search,search,search,5.56,1.5,18,3.85,2.37,20,5.0,2.06,18,371,402
season,season,season,6.71,1.27,21,3.2,1.82,20,6.16,2.46,19,445,495
season,seasonal,season,6.58,1.61,19,4.3,2.2,23,4.68,1.89,19,445,495
season,seasoned,season,7.16,1.42,19,3.75,2.4,20,6.55,2.04,20,445,495
season,seasoning,season,6.38,1.4,21,2.55,1.71,22,6.04,2.14,27,445,495
seat,seat,seat,5.22,1.44,18,3.0,1.95,20,6.05,1.81,22,568,574
seat,seating,seat,5.33,0.97,21,2.91,1.95,23,5.04,2.05,25,568,574
seawe,seaweed,seaweed,4.52,2.2,21,3.9,2.2,20,5.14,1.93,21,593,590
second,second,second,5.23,1.57,22,3.48,1.91,21,5.35,2.06,17,344,371
secretari,secretary,secretary,5.18,1.84,22,3.8,2.17,20,6.68,2.26,19,576,563
secur,secure,security,7.08,1.86,39,3.6,2.5,20,7.0,2.18,20,290,391
secur,security,security,6.41,1.4,22,4.19,2.04,21,6.0,2.18,17,290,391
sedat,sedate,sedative,4.8,1.51,20,4.0,2.62,20,4.76,2.57,21,459,459
sedat,sedation,sedative,4.38,1.6,21,3.48,2.09,21,4.12,2.62,25,459,459
sedat,sedative,sedative,4.89,1.88,19,3.45,2.7,20,4.21,2.82,19,459,459
seduct,seduction,seduction,6.86,2.08,22,7.16,1.98,19,4.9,2.88,21,353,521
seduct,seductive,seduction,6.2,2.26,20,6.52,2.16,21,5.85,2.6,34,353,521
see,see,see,6.27,1.61,22,3.9,2.28,21,6.0,2.29,17,352,379
seed,seed,seed,6.38,1.99,21,3.68,2.87,19,5.19,2.16,36,611,542
seed,seeds,seed,5.8,2.02,20,3.64,2.32,22,5.84,1.68,19,611,542
seek,seek,seek,6.25,1.37,20,3.9,2.59,20,6.16,1.7,25,375,335
seem,seem,seem,5.45,1.01,22,3.24,1.7,21,4.53,1.55,17,226,249
seer,seer,seer,5.35,2.11,20,3.77,2.6,22,5.41,2.29,27,370,309
segment,segment,segment,4.63,1.42,19,3.61,2.12,18,5.29,1.83,17,485,480
select,select,selection,6.1,1.64,21,4.05,2.44,20,5.46,2.32,35,328,311
select,selection,selection,5.1,1.83,20,3.95,2.04,21,6.82,1.87,34,328,311
select,selective,selection,5.21,1.58,19,3.95,2.16,20,6.45,2.61,20,328,311
self,self,self,6.86,1.64,22,4.78,2.97,23,7.74,1.73,19,459,466
sell,sell,sell,5.33,2.39,21,4.19,2.2,21,5.88,1.96,17,342,397
sell,sell,selling,5.33,2.39,21,4.19,2.2,21,5.88,1.96,17,370,376
seller,seller,seller,4.82,0.96,22,4.09,2.27,23,4.68,2.19,19,444,427
semen,semen,semen,3.85,1.76,20,5.0,2.35,21,4.16,1.93,25,550,494
semest,semester,semester,5.0,1.3,21,4.2,2.28,20,4.95,2.29,21,389,383
send,send,send,6.18,1.59,22,3.43,2.29,21,5.94,2.14,16,324,423
sender,sender,sender,6.43,1.25,21,3.24,1.81,21,5.45,2.19,20,482,370
sensat,sensation,sensation,6.14,1.9,21,4.96,2.44,25,5.89,2.08,19,265,394
sensat,sensational,sensation,7.21,1.99,19,5.7,2.53,23,6.37,1.92,19,265,394
sens,sense,sense,6.09,1.34,22,3.7,1.81,20,6.29,1.72,17,316,368
sentiment,sentiment,sentiment,6.2,1.75,41,3.54,2.1,41,5.32,1.83,19,258,365
sentiment,sentimental,sentiment,6.27,2.1,22,2.95,2.11,21,6.73,2.21,22,258,365
sentiment,sentimentality,sentiment,6.0,1.91,19,3.55,1.77,22,5.71,2.1,24,258,365
separ,separate,separation,3.95,1.61,20,3.91,1.86,23,4.14,2.01,22,303,435
separ,separation,separation,3.05,1.96,19,3.67,2.13,21,4.0,2.14,25,303,435
sequel,sequel,sequel,5.76,1.34,21,3.35,2.46,23,4.9,2.17,20,353,323
sergeant,sergeant,sergeant,3.89,2.42,18,5.1,2.72,21,3.83,2.66,18,511,549
serial,serial,serial,3.45,1.67,20,4.33,2.0,18,5.86,2.14,22,365,340
serial,serialize,serial,4.25,1.21,20,3.95,1.83,21,5.15,2.58,33,365,340
seri,series,series,5.23,1.66,22,3.62,2.01,21,6.05,2.01,19,373,398
servant,servant,servant,4.0,1.82,21,3.77,2.32,26,4.71,2.9,24,515,508
servic,service,service,6.83,1.54,18,2.95,2.09,21,5.33,2.5,18,364,408
session,session,session,5.1,1.41,21,3.38,1.96,21,5.21,2.43,24,372,394
settlement,settlement,settlement,5.67,2.03,18,3.36,2.7,22,4.93,1.96,28,437,457
sever,sever,sever,3.52,2.02,21,5.39,2.08,23,4.38,2.28,26,404,439
sever,sever,severance,3.52,2.02,21,5.39,2.08,23,4.38,2.28,26,311,316
sever,sever,severe,3.52,2.02,21,5.39,2.08,23,4.38,2.28,26,286,352
sever,severance,sever,3.89,2.16,19,3.32,2.25,22,3.68,2.06,28,404,439
sever,severance,severance,3.89,2.16,19,3.32,2.25,22,3.68,2.06,28,311,316
sever,severance,severe,3.89,2.16,19,3.32,2.25,22,3.68,2.06,28,286,352
sever,severe,sever,3.21,1.13,19,5.43,1.83,21,4.05,2.06,41,404,439
sever,severe,severance,3.21,1.13,19,5.43,1.83,21,4.05,2.06,41,311,316
sever,severe,severe,3.21,1.13,19,5.43,1.83,21,4.05,2.06,41,286,352
sever,severity,sever,3.8,1.24,20,5.48,1.91,21,5.21,2.4,24,404,439
sever,severity,severance,3.8,1.24,20,5.48,1.91,21,5.21,2.4,24,311,316
sever,severity,severe,3.8,1.24,20,5.48,1.91,21,5.21,2.4,24,286,352
sewer,sewer,sewer,2.9,1.76,21,3.39,2.06,23,4.12,1.4,26,564,538
sex,sex,sex,6.73,2.07,22,7.6,2.01,915,6.17,2.55,40,512,584
shadow,shadow,shadow,5.07,1.8,43,3.1,1.87,41,4.41,1.98,37,457,565
shadi,shady,shady,3.71,1.85,21,4.29,2.15,21,4.96,2.28,25,408,487
shaker,shaker,shaker,5.19,1.12,21,3.58,2.67,24,5.7,2.3,20,472,408
shallow,shallow,shallow,3.86,1.74,21,3.0,2.34,24,5.95,1.99,20,330,451
shallow,shallows,shallow,5.37,1.61,19,2.52,1.89,21,5.22,1.58,27,330,451
shame,shame,shame,2.62,2.11,21,5.4,2.64,20,5.21,2.8,19,287,419
shame,shamed,shame,2.51,1.68,43,4.23,2.29,43,3.42,1.71,48,287,419
shame,shameful,shame,3.0,1.8,22,4.81,2.82,21,4.35,2.46,20,287,419
shape,shape,shape,5.41,1.87,22,3.6,2.06,20,5.84,2.34,19,452,471
shark,shark,shark,4.02,1.8,42,5.27,2.65,45,4.87,2.58,23,611,602
shawl,shawl,shawl,4.9,1.25,20,3.35,1.95,20,5.24,2.39,34,606,576
shear,shear,shear,5.21,1.75,19,3.57,1.99,21,5.15,1.87,20,456,484
shed,shed,shed,5.37,1.86,19,3.64,2.19,22,5.59,2.02,22,611,602
sheep,sheep,sheep,5.32,1.89,19,2.95,2.26,20,4.42,2.6,24,622,596
sheer,sheer,sheer,5.38,1.4,21,5.55,2.74,20,5.44,2.18,36,397,440
sheet,sheet,sheet,5.57,1.08,21,2.64,1.62,22,5.0,2.0,27,608,594
shell,shell,shell,6.05,1.69,21,3.23,2.02,22,5.62,1.63,21,597,581
shepherd,shepherd,shepherd,5.75,1.29,20,3.05,2.09,21,5.72,2.05,25,598,600
shield,shield,shield,5.91,1.41,22,3.65,2.51,26,6.41,2.24,22,576,556
shill,shilling,shilling,5.36,1.62,22,3.76,2.19,21,5.32,1.84,22,522,476
shini,shiny,shiny,6.68,1.89,19,4.45,2.14,20,6.17,2.26,24,411,537
ship,ship,ship,6.14,1.68,21,3.94,2.29,18,5.84,2.25,25,615,612
ship,shipping,ship,5.6,1.23,20,4.41,2.42,22,6.08,2.15,24,615,612
shirt,shirt,shirt,5.56,1.85,18,2.3,1.59,20,5.67,1.37,18,616,612
shiver,shiver,shiver,3.61,2.12,18,4.65,2.54,20,3.04,1.55,24,455,578
shock,shock,shock,3.9,2.05,21,5.95,2.86,20,5.79,2.94,19,395,471
shock,shocking,shock,4.63,2.36,19,5.3,2.68,20,4.12,1.92,24,395,471
shoe,shoe,shoe,5.78,1.73,18,2.4,1.67,20,5.44,1.54,18,600,601
shoe,shoes,shoe,5.88,1.92,24,3.57,2.87,23,6.39,2.43,18,600,601
shoot,shoot,shoot,3.5,2.37,22,6.0,2.47,21,4.67,2.54,18,445,494
shop,shop,shop,5.89,2.4,18,4.76,2.62,21,5.72,2.22,18,549,561
shopper,shopper,shopper,5.29,1.49,17,3.94,2.53,18,6.06,2.05,17,497,519
short,short,short,5.67,1.41,18,2.62,2.01,21,4.39,2.3,18,351,431
short,shortness,short,3.75,1.29,20,4.48,2.2,21,4.41,2.69,34,351,431
short,shorts,short,5.95,1.85,20,4.23,2.29,22,6.57,2.06,21,351,431
shortag,shortage,shortage,3.63,1.57,19,3.72,2.02,18,3.35,2.09,17,353,405
shot,shot,shot,2.82,1.71,22,6.48,2.38,21,3.39,2.33,18,467,535
